Log file open, 03/30/23 12:21:23
[2023.03.30-11.29.38:519][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_481' which is static to it. Aborting.
[2023.03.30-11.29.38:519][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_482' which is static to it. Aborting.
[2023.03.30-11.29.38:520][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_483' which is static to it. Aborting.
[2023.03.30-11.29.38:520][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_484' which is static to it. Aborting.
[2023.03.30-11.29.38:521][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_485' which is static to it. Aborting.
[2023.03.30-11.29.38:521][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_486' which is static to it. Aborting.
[2023.03.30-11.29.38:522][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_487' which is static to it. Aborting.
[2023.03.30-11.29.38:522][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_488' which is static to it. Aborting.
[2023.03.30-11.29.38:522][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_489' which is static to it. Aborting.
[2023.03.30-11.29.38:523][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_490' which is static to it. Aborting.
[2023.03.30-11.29.38:523][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_491' which is static to it. Aborting.
[2023.03.30-11.29.38:523][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_492' which is static to it. Aborting.
[2023.03.30-11.29.38:523][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_493' which is static to it. Aborting.
[2023.03.30-11.29.38:523][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_494' which is static to it. Aborting.
[2023.03.30-11.29.38:523][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_495' which is static to it. Aborting.
[2023.03.30-11.29.38:523][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_496' which is static to it. Aborting.
[2023.03.30-11.29.38:524][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_497' which is static to it. Aborting.
[2023.03.30-11.29.38:524][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_498' which is static to it. Aborting.
[2023.03.30-11.29.38:524][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_499' which is static to it. Aborting.
[2023.03.30-11.29.38:524][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_500' which is static to it. Aborting.
[2023.03.30-11.29.38:524][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_501' which is static to it. Aborting.
[2023.03.30-11.29.38:524][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_502' which is static to it. Aborting.
[2023.03.30-11.29.38:524][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_503' which is static to it. Aborting.
[2023.03.30-11.29.38:524][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_504' which is static to it. Aborting.
[2023.03.30-11.29.38:525][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_505' which is static to it. Aborting.
[2023.03.30-11.29.38:525][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_506' which is static to it. Aborting.
[2023.03.30-11.29.38:525][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_507' which is static to it. Aborting.
[2023.03.30-11.29.38:525][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_508' which is static to it. Aborting.
[2023.03.30-11.29.38:525][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_509' which is static to it. Aborting.
[2023.03.30-11.29.38:525][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_510' which is static to it. Aborting.
[2023.03.30-11.29.38:525][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_511' which is static to it. Aborting.
[2023.03.30-11.29.38:526][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_512' which is static to it. Aborting.
[2023.03.30-11.29.38:526][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_513' which is static to it. Aborting.
[2023.03.30-11.29.38:526][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_514' which is static to it. Aborting.
[2023.03.30-11.29.38:526][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_515' which is static to it. Aborting.
[2023.03.30-11.29.38:526][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_516' which is static to it. Aborting.
[2023.03.30-11.29.38:526][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_517' which is static to it. Aborting.
[2023.03.30-11.29.38:526][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_518' which is static to it. Aborting.
[2023.03.30-11.29.38:527][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_519' which is static to it. Aborting.
[2023.03.30-11.29.38:527][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_520' which is static to it. Aborting.
[2023.03.30-11.29.38:527][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_521' which is static to it. Aborting.
[2023.03.30-11.29.38:527][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_522' which is static to it. Aborting.
[2023.03.30-11.29.38:527][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_523' which is static to it. Aborting.
[2023.03.30-11.29.38:527][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_524' which is static to it. Aborting.
[2023.03.30-11.29.38:527][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_525' which is static to it. Aborting.
[2023.03.30-11.29.38:527][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_526' which is static to it. Aborting.
[2023.03.30-11.29.38:528][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_527' which is static to it. Aborting.
[2023.03.30-11.29.38:528][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_528' which is static to it. Aborting.
[2023.03.30-11.29.38:528][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_529' which is static to it. Aborting.
[2023.03.30-11.29.38:528][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_530' which is static to it. Aborting.
[2023.03.30-11.29.38:528][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_531' which is static to it. Aborting.
[2023.03.30-11.29.38:528][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_532' which is static to it. Aborting.
[2023.03.30-11.29.38:528][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_533' which is static to it. Aborting.
[2023.03.30-11.29.38:529][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_534' which is static to it. Aborting.
[2023.03.30-11.29.38:530][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_535' which is static to it. Aborting.
[2023.03.30-11.29.38:530][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_536' which is static to it. Aborting.
[2023.03.30-11.29.38:530][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_537' which is static to it. Aborting.
[2023.03.30-11.29.38:530][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_538' which is static to it. Aborting.
[2023.03.30-11.29.38:531][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_539' which is static to it. Aborting.
[2023.03.30-11.29.38:531][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_540' which is static to it. Aborting.
[2023.03.30-11.29.38:531][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_541' which is static to it. Aborting.
[2023.03.30-11.29.38:532][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_542' which is static to it. Aborting.
[2023.03.30-11.29.38:532][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_543' which is static to it. Aborting.
[2023.03.30-11.29.38:532][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_544' which is static to it. Aborting.
[2023.03.30-11.29.38:533][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_545' which is static to it. Aborting.
[2023.03.30-11.29.38:533][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_546' which is static to it. Aborting.
[2023.03.30-11.29.38:533][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_547' which is static to it. Aborting.
[2023.03.30-11.29.38:534][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_548' which is static to it. Aborting.
[2023.03.30-11.29.38:534][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_549' which is static to it. Aborting.
[2023.03.30-11.29.38:534][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_550' which is static to it. Aborting.
[2023.03.30-11.29.38:535][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_551' which is static to it. Aborting.
[2023.03.30-11.29.38:536][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_552' which is static to it. Aborting.
[2023.03.30-11.29.38:537][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_553' which is static to it. Aborting.
[2023.03.30-11.29.38:537][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_554' which is static to it. Aborting.
[2023.03.30-11.29.38:537][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_555' which is static to it. Aborting.
[2023.03.30-11.29.38:538][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_556' which is static to it. Aborting.
[2023.03.30-11.29.38:538][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_557' which is static to it. Aborting.
[2023.03.30-11.29.38:538][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_558' which is static to it. Aborting.
[2023.03.30-11.29.38:539][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_559' which is static to it. Aborting.
[2023.03.30-11.29.38:539][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_560' which is static to it. Aborting.
[2023.03.30-11.29.38:540][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_561' which is static to it. Aborting.
[2023.03.30-11.29.38:540][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_562' which is static to it. Aborting.
[2023.03.30-11.29.38:540][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_563' which is static to it. Aborting.
[2023.03.30-11.29.38:541][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_564' which is static to it. Aborting.
[2023.03.30-11.29.38:541][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_565' which is static to it. Aborting.
